,rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt,CurrentDate,multi,Nation
175,4,16,-1,0,20196601,항거:유관순 이야기,2019-02-27,3763500,0.4,-332500,-8.1,9246790401,563,-22,-3.8,1150220,7,7,2019-04-05,N,K
176,5,17,2,0,20184574,그린 북,2019-01-09,3623300,2.0,1221200,50.8,3561258710,518,167,47.6,422278,17,27,2019-04-05,Y,F
177,8,18,0,0,20198603,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,2019-03-21,4286680,0.3,-1340490,-23.8,319877990,444,-294,-39.8,35929,22,25,2019-04-05,N,F
178,5,19,0,0,20175407,우상,2019-03-20,3838000,0.4,283500,8.0,1546249128,394,-28,-6.6,179790,32,39,2019-04-05,N,K
179,2,20,0,0,20197483,1919 유관순,2019-03-14,2396000,4.1,-3988000,-62.5,428393410,340,-458,-57.4,51653,3,3,2019-04-05,Y,K
180,9,21,1,0,20129650,알렉산더대왕, ,678000,0.1,-324000,-32.3,18632000,339,-162,-32.3,8990,1,4,2019-04-05,N,F
181,3,22,0,0,20185350,칠곡 가시나들,2019-02-27,1787000,3.0,759000,73.8,333081400,329,59,21.9,40565,6,6,2019-04-05,Y,K
182,6,23,0,1,20197088,퍼스트 리폼드,2019-04-11,3762700,2.1,3762700,100.0,13638200,315,315,100.0,1509,1,1,2019-04-05,Y,F
183,10,24,1,0,20198023,고릴라와 슈퍼레이스,2019-04-03,2098200,0.2,671450,47.1,12414150,304,99,48.3,1535,76,79,2019-04-05,N,F
184,7,25,1,0,20197145,루스 베이더 긴즈버그 : 나는 반대한다,2019-03-28,2138900,1.2,674100,46.0,44213320,284,81,39.9,5559,20,24,2019-04-05,Y,F
185,8,26,1,0,20197552,출동! 도토리 구조대,2019-03-28,1522500,0.8,720500,89.8,81786760,274,114,71.3,10856,5,5,2019-04-05,Y,F
186,6,27,6,0,20180825,미성년,2019-04-11,2807000,0.3,2087000,289.9,38772500,272,200,277.8,3996,1,1,2019-04-05,N,K
187,4,28,0,1,20184961,에움길, ,2470000,4.2,2470000,100.0,12246000,247,247,100.0,1403,1,1,2019-04-05,Y,K
188,5,29,2,0,20186652,오늘도 평화로운,2019-04-04,2099950,3.6,1117570,113.8,9926330,210,78,59.1,1119,29,35,2019-04-05,Y,K
189,9,30,-4,0,20198143,우리들의 완벽한 세계,2019-04-04,1763750,1.0,-2692850,-60.4,11664350,197,-328,-62.5,1372,35,61,2019-04-05,Y,F
190,6,31,-1,0,20188117,강변호텔,2019-03-27,1694000,2.9,420000,33.0,37854336,196,36,22.5,4832,28,31,2019-04-05,Y,K
191,7,32,0,1,20198913,여배우: 섹스수업,2019-04-05,948000,0.1,948000,100.0,948000,174,174,100.0,174,20,20,2019-04-05,N,K
192,7,33,-3,0,20189803,막다른 골목의 추억,2019-04-04,1344780,2.3,-123020,-8.4,9875580,160,-41,-20.4,1135,17,24,2019-04-05,Y,K
193,10,34,7,0,20180937,더 페이버릿: 여왕의 여자,2019-02-21,1364500,0.7,829200,154.9,1366067076,160,93,138.8,162713,9,12,2019-04-05,Y,F
194,8,35,0,0,20197846,악질경찰,2019-03-20,1118800,0.1,-200200,-15.2,2243358578,126,-47,-27.2,260686,13,13,2019-04-05,N,K
195,9,36,2,0,20164844,불한당: 나쁜 놈들의 세상,2017-05-17,1171000,0.1,469500,66.9,7698269825,122,37,43.5,956557,12,15,2019-04-05,N,K
196,10,37,-2,0,20185484,안나 카레니나,2018-06-29,1510000,0.2,-1028500,-40.5,54249300,122,-76,-38.4,3843,5,5,2019-04-05,N,K
197,8,38,-2,0,20183345,한강에게,2019-04-04,815080,1.4,-305220,-27.2,7462180,101,-45,-30.8,1090,25,29,2019-04-05,Y,K
198,9,39,0,0,20183374,파도치는 땅,2019-04-04,421000,0.7,147500,53.9,3627500,42,-1,-2.3,428,14,16,2019-04-05,Y,K
199,10,40,0,0,20183382,예수보다 낯선,2019-04-04,296300,0.5,57500,24.1,3002700,35,1,2.9,314,16,17,2019-04-05,Y,K
200,1,1,0,0,20196244,샤잠!,2019-04-03,1442450799,51.0,800044147,124.5,3305630541,159700,89024,126.0,376179,1125,5252,2019-04-06,N,F
201,1,2,0,0,20183096,생일,2019-04-03,983277413,51.6,487818045,98.5,2271464801,113329,56016,97.7,270086,856,3652,2019-04-06,N,K
202,2,3,0,0,20176103,돈,2019-03-20,897816456,47.1,473982022,111.8,25841253962,99663,52005,109.1,3034630,747,2903,2019-04-06,N,K
203,2,4,0,0,20185352,어스,2019-03-27,866234771,30.6,432178643,99.6,10834940434,95397,47805,100.4,1276902,712,2464,2019-04-06,N,F
204,1,5,0,0,20183773,장난스런 키스,2019-03-27,315510970,84.8,172724380,121.0,2285179028,37263,20798,126.3,283818,433,899,2019-04-06,Y,F
205,3,6,1,0,20196025,덤보,2019-03-27,219028530,7.7,191207200,687.3,2173582202,27043,23663,700.1,269816,509,876,2019-04-06,N,F
206,4,7,-1,0,20181877,캡틴 마블,2019-03-06,238635000,8.4,138904750,139.3,50009517543,26649,15611,141.4,5628256,407,780,2019-04-06,N,F
207,1,8,0,0,20197092,로망,2019-04-03,59982050,74.7,15003290,33.4,311478670,7412,1747,30.8,39390,393,639,2019-04-06,Y,K
208,5,9,5,0,20198023,고릴라와 슈퍼레이스,2019-04-03,14320870,0.5,12222670,582.5,26735020,1884,1580,519.7,3419,183,203,2019-04-06,N,F
209,6,10,0,0,20198146,콜레트,2019-03-27,15751880,0.6,5744050,57.4,274041911,1809,612,51.1,33733,45,74,2019-04-06,N,F
210,7,11,0,0,20199814,킹 오브 프리즘 –샤이니 세븐 스타즈- II 카케루x조지x미나토,2019-04-04,10744010,0.4,5185710,93.3,28607160,1198,598,99.7,3370,33,51,2019-04-06,N,F
211,2,12,0,0,20198364,프로디지,2019-04-04,10590320,2.8,3154920,42.4,25250860,1173,342,41.2,2897,122,166,2019-04-06,Y,F
212,3,13,1,0,20199009,나의 작은 시인에게,2019-04-04,9893490,2.7,5008840,102.5,32195640,1148,575,100.3,3934,45,57,2019-04-06,Y,F
213,4,14,-1,0,20197987,더 길티,2019-03-27,8934000,2.4,2818000,46.1,239436500,971,312,47.3,28636,55,82,2019-04-06,Y,F
214,8,15,0,0,20198603,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,2019-03-21,8508170,0.3,4221490,98.5,328386160,956,512,115.3,36885,43,50,2019-04-06,N,F
215,3,16,2,0,20175407,우상,2019-03-20,9217000,0.5,5379000,140.2,1555466128,950,556,141.1,180740,35,43,2019-04-06,N,K
216,5,17,0,0,20184574,그린 북,2019-01-09,6562400,1.8,2939100,81.1,3567821110,900,382,73.7,423178,14,24,2019-04-06,Y,F
217,4,18,-1,0,20198043,아픈 만큼 사랑한다,2019-04-03,6497900,0.3,-8044200,-55.3,44787700,779,-990,-56.0,5388,121,145,2019-04-06,N,K
218,2,19,2,0,20184961,에움길, ,6618000,8.2,4148000,167.9,18864000,661,414,167.6,2064,2,2,2019-04-06,Y,K
219,6,20,1,0,20197145,루스 베이더 긴즈버그 : 나는 반대한다,2019-03-28,4627800,1.2,2488900,116.4,48841120,567,283,99.6,6126,21,25,2019-04-06,Y,F
220,3,21,3,0,20188117,강변호텔,2019-03-27,3106300,3.9,1412300,83.4,40960636,361,165,84.2,5193,31,39,2019-04-06,Y,K
221,9,22,0,0,20129650,알렉산더대왕, ,720000,0.0,42000,6.2,19352000,360,21,6.2,9350,1,3,2019-04-06,N,F
222,4,23,3,0,20189803,막다른 골목의 추억,2019-04-04,3511880,4.4,2167100,161.1,13387460,352,192,120.0,1487,14,22,2019-04-06,Y,K
223,10,24,2,0,20136132,노 웨이 아웃, ,638000,0.0,146000,29.7,6047000,319,73,29.7,3000,1,5,2019-04-06,N,F
224,7,25,2,0,20198143,우리들의 완벽한 세계,2019-04-04,2705480,0.7,941730,53.4,14369830,289,92,46.7,1661,35,53,2019-04-06,Y,F
225,8,26,6,0,20198123,아틱,2019-03-27,2194000,0.6,1441400,191.5,67955880,267,163,156.7,8504,14,15,2019-04-06,Y,F
226,9,27,2,0,20050348,비브르 사 비,1997-05-03,2629500,0.7,1728500,191.8,9989500,266,138,107.8,1324,5,6,2019-04-06,Y,F
227,10,28,0,0,20180937,더 페이버릿: 여왕의 여자,2019-02-21,2355000,0.6,990500,72.6,1368422076,255,95,59.4,162968,11,12,2019-04-06,Y,F
228,5,29,3,0,20183345,한강에게,2019-04-04,2623500,3.3,1808420,221.9,10085680,244,143,141.6,1334,23,26,2019-04-06,Y,K
229,5,30,4,0,20185484,안나 카레니나,2018-06-29,2498500,0.1,988500,65.5,56747800,187,65,53.3,4030,4,4,2019-04-06,N,K
230,6,31,-1,0,20186652,오늘도 평화로운,2019-04-04,1502580,1.9,-597370,-28.4,11428910,185,-25,-11.9,1304,22,27,2019-04-06,Y,K
231,6,32,3,0,20164844,불한당: 나쁜 놈들의 세상,2017-05-17,1664000,0.1,493000,42.1,7699933825,177,55,45.1,956734,11,13,2019-04-06,N,K
232,7,33,1,0,20197846,악질경찰,2019-03-20,1372300,0.1,253500,22.7,2244730878,158,32,25.4,260844,10,10,2019-04-06,N,K
233,8,34,-4,0,20196601,항거:유관순 이야기,2019-02-27,769000,0.0,-2994500,-79.6,9247559401,136,-427,-75.8,1150356,4,4,2019-04-06,N,K
234,7,35,0,1,20170272,산상수훈,2017-12-07,1047500,1.3,1047500,100.0,394486700,109,109,100.0,52949,3,3,2019-04-06,Y,K
235,9,36,2,0,20166301,썬키스 패밀리,2019-03-27,744000,0.0,52700,7.6,242073800,104,10,10.6,31181,17,19,2019-04-06,N,K
236,10,37,2,0,20177539,사바하,2019-02-20,425000,0.0,0,0.0,20006223194,85,0,0.0,2398263,5,5,2019-04-06,N,K
237,8,38,1,0,20183374,파도치는 땅,2019-04-04,367200,0.5,-53800,-12.8,3994700,58,16,38.1,486,14,19,2019-04-06,Y,K
238,9,39,1,0,20183382,예수보다 낯선,2019-04-04,393480,0.5,97180,32.8,3396180,52,17,48.6,366,17,19,2019-04-06,Y,K
239,10,40,1,0,20187301,선희와 슬기,2019-03-27,378080,0.5,210080,125.0,14768580,46,26,130.0,1843,8,9,2019-04-06,Y,K
240,1,1,0,0,20196244,샤잠!,2019-04-03,1104461130,50.8,-337989669,-23.4,4410091671,124471,-35229,-22.1,500650,1098,4986,2019-04-07,N,F
241,1,2,0,0,20183096,생일,2019-04-03,915734090,54.4,-67543323,-6.9,3187198891,105359,-7970,-7.0,375445,856,3580,2019-04-07,N,K
242,2,3,0,0,20176103,돈,2019-03-20,743336890,44.1,-154479566,-17.2,26584590852,82722,-16941,-17.0,3117352,744,2823,2019-04-07,N,K
243,2,4,0,0,20185352,어스,2019-03-27,616188650,28.3,-250046121,-28.9,11451129084,67661,-27736,-29.1,1344563,694,2392,2019-04-07,N,F
244,1,5,0,0,20183773,장난스런 키스,2019-03-27,295047950,86.7,-20463020,-6.5,2580226978,34966,-2297,-6.2,318784,438,948,2019-04-07,Y,F
245,3,6,0,0,20196025,덤보,2019-03-27,213653020,9.8,-5375510,-2.5,2387235222,26437,-606,-2.2,296253,520,912,2019-04-07,N,F
246,4,7,0,0,20181877,캡틴 마블,2019-03-06,193069440,8.9,-45565560,-19.1,50202586983,21687,-4962,-18.6,5649943,421,797,2019-04-07,N,F
247,1,8,0,0,20197092,로망,2019-04-03,61129430,87.3,1147380,1.9,372608100,7548,136,1.8,46938,399,634,2019-04-07,Y,K
248,5,9,0,0,20198023,고릴라와 슈퍼레이스,2019-04-03,13341260,0.6,-979610,-6.8,40076280,1739,-145,-7.7,5158,176,200,2019-04-07,N,F
249,6,10,0,0,20198146,콜레트,2019-03-27,13024680,0.6,-2727200,-17.3,287066591,1490,-319,-17.6,35223,45,70,2019-04-07,N,F
250,3,11,0,0,20175407,우상,2019-03-20,11837000,0.7,2620000,28.4,1567303128,1209,259,27.3,181949,31,38,2019-04-07,N,K
251,2,12,1,0,20199009,나의 작은 시인에게,2019-04-04,8544700,2.5,-1348790,-13.6,40740340,1013,-135,-11.8,4947,46,56,2019-04-07,Y,F
252,4,13,0,0,20198043,아픈 만큼 사랑한다,2019-04-03,7169000,0.4,671100,10.3,51956700,887,108,13.9,6275,96,119,2019-04-07,N,K
253,3,14,-1,0,20198364,프로디지,2019-04-04,8004360,2.4,-2585960,-24.4,33255220,881,-292,-24.9,3778,108,154,2019-04-07,Y,F
254,4,15,1,0,20184574,그린 북,2019-01-09,6300900,1.9,-261500,-4.0,3574122010,864,-36,-4.0,424042,18,29,2019-04-07,Y,F
255,7,16,1,0,20198603,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,2019-03-21,6678470,0.3,-1829700,-21.5,335064630,769,-187,-19.6,37654,44,48,2019-04-07,N,F
256,5,17,-1,0,20197987,더 길티,2019-03-27,6198500,1.8,-2735500,-30.6,245635000,691,-280,-28.8,29327,53,67,2019-04-07,Y,F
257,6,18,0,0,20197145,루스 베이더 긴즈버그 : 나는 반대한다,2019-03-28,4473000,1.3,-154800,-3.3,53314120,586,19,3.4,6712,23,28,2019-04-07,Y,F
258,8,19,-1,0,20199814,킹 오브 프리즘 –샤이니 세븐 스타즈- II 카케루x조지x미나토,2019-04-04,5352110,0.2,-5391900,-50.2,33959270,585,-613,-51.2,3955,31,46,2019-04-07,N,F
259,9,20,1,0,20136132,노 웨이 아웃, ,742000,0.0,104000,16.3,6789000,371,52,16.3,3371,1,5,2019-04-07,N,F
260,10,21,0,1,20129073,악의 화원, ,508000,0.0,508000,100.0,3028000,254,254,100.0,1514,1,4,2019-04-07,N,F
261,2,22,1,0,20188117,강변호텔,2019-03-27,1931000,2.8,-1175300,-37.8,42891636,231,-130,-36.0,5424,25,31,2019-04-07,Y,K
262,7,23,1,0,20198123,아틱,2019-03-27,1509650,0.4,-684350,-31.2,69465530,214,-53,-19.9,8718,12,13,2019-04-07,Y,F
263,3,24,8,0,20197483,1919 유관순,2019-03-14,1237000,1.8,907000,274.8,429960410,193,151,359.5,51888,6,6,2019-04-07,Y,K
264,4,25,1,0,20189803,막다른 골목의 추억,2019-04-04,1992500,2.8,-1519380,-43.3,15379960,193,-159,-45.2,1680,12,19,2019-04-07,Y,K
265,5,26,1,0,20164844,불한당: 나쁜 놈들의 세상,2017-05-17,1755700,0.1,91700,5.5,7701689525,189,12,6.8,956923,12,16,2019-04-07,N,K
266,8,27,2,0,20180937,더 페이버릿: 여왕의 여자,2019-02-21,1624000,0.5,-731000,-31.0,1370046076,188,-67,-26.3,163156,12,13,2019-04-07,Y,F
267,9,28,-2,0,20198143,우리들의 완벽한 세계,2019-04-04,1594000,0.5,-1111480,-41.1,15963830,184,-105,-36.3,1845,31,39,2019-04-07,Y,F
268,10,29,-1,0,20050348,비브르 사 비,1997-05-03,1187500,0.3,-1442000,-54.8,11177000,162,-104,-39.1,1486,7,9,2019-04-07,Y,F
269,6,30,1,0,20197846,악질경찰,2019-03-20,1206000,0.1,-166300,-12.1,2245936878,147,-11,-7.0,260991,9,10,2019-04-07,N,K
270,7,31,1,0,20196601,항거:유관순 이야기,2019-02-27,746500,0.0,-22500,-2.9,9248305901,140,4,2.9,1150496,5,5,2019-04-07,N,K
271,5,32,1,0,20186652,오늘도 평화로운,2019-04-04,955900,1.4,-546680,-36.4,12384810,117,-68,-36.8,1421,26,31,2019-04-07,Y,K
272,6,33,-1,0,20183345,한강에게,2019-04-04,804500,1.1,-1819000,-69.3,10890180,116,-128,-52.5,1450,17,17,2019-04-07,Y,K
273,7,34,0,1,20110014,연산군,1962-01-01,224000,0.3,224000,100.0,12765000,112,112,100.0,6211,1,3,2019-04-07,Y,K
274,8,35,1,0,20166301,썬키스 패밀리,2019-03-27,683600,0.0,-60400,-8.1,242757400,102,-2,-1.9,31283,20,22,2019-04-07,N,K
275,9,36,1,0,20177539,사바하,2019-02-20,425000,0.0,0,0.0,20006648194,85,0,0.0,2398348,5,5,2019-04-07,N,K
276,8,37,0,0,20183374,파도치는 땅,2019-04-04,709300,1.0,342100,93.2,4704000,82,24,41.4,568,15,17,2019-04-07,Y,K
277,10,38,-5,0,20185484,안나 카레니나,2018-06-29,673500,0.0,-1825000,-73.0,57421300,60,-127,-67.9,4090,3,3,2019-04-07,N,K
278,9,39,0,0,20183382,예수보다 낯선,2019-04-04,317300,0.5,-76180,-19.4,3713480,43,-9,-17.3,409,15,15,2019-04-07,Y,K
279,10,40,-3,0,20170272,산상수훈,2017-12-07,218000,0.3,-829500,-79.2,394704700,22,-87,-79.8,52971,1,1,2019-04-07,Y,K
280,1,1,0,0,20183096,생일,2019-04-03,313569830,56.2,-602164260,-65.8,3500768721,39139,-66220,-62.9,414584,824,3488,2019-04-08,N,K
281,1,2,0,0,20196244,샤잠!,2019-04-03,237867040,49.3,-866594090,-78.5,4647958711,28855,-95616,-76.8,529505,1005,4202,2019-04-08,N,F
282,2,3,0,0,20176103,돈,2019-03-20,221142190,39.6,-522194700,-70.3,26805733042,27171,-55551,-67.2,3144523,666,2682,2019-04-08,N,K
283,2,4,0,0,20185352,어스,2019-03-27,160791880,33.3,-455396770,-73.9,11611920964,19120,-48541,-71.7,1363683,621,2139,2019-04-08,N,F
284,1,5,0,0,20183773,장난스런 키스,2019-03-27,76079780,76.0,-218968170,-74.2,2656306758,9254,-25712,-73.5,328038,374,836,2019-04-08,Y,F
285,3,6,1,0,20181877,캡틴 마블,2019-03-06,55783470,11.6,-137285970,-71.1,50258370453,6842,-14845,-68.5,5656785,374,784,2019-04-08,N,F
286,1,7,0,0,20197092,로망,2019-04-03,35081870,82.6,-26047560,-42.6,407689970,4931,-2617,-34.7,51869,395,705,2019-04-08,Y,K
287,4,8,-1,0,20196025,덤보,2019-03-27,14248480,3.0,-199404540,-93.3,2401483702,1842,-24595,-93.0,298095,238,323,2019-04-08,N,F
288,3,9,0,1,20188393,"다시, 봄",2019-04-17,11756000,2.1,11756000,100.0,11756000,1476,1476,100.0,1476,4,4,2019-04-08,N,K
289,5,10,1,0,20198146,콜레트,2019-03-27,7695140,1.6,-5329540,-40.9,294761731,1029,-461,-30.9,36252,51,77,2019-04-08,N,F
290,2,11,0,0,20199009,나의 작은 시인에게,2019-04-04,4079600,4.1,-4465100,-52.3,44819940,538,-475,-46.9,5485,42,57,2019-04-08,Y,F
291,4,12,0,0,20198043,아픈 만큼 사랑한다,2019-04-03,3690400,0.7,-3478600,-48.5,55647100,515,-372,-41.9,6790,101,135,2019-04-08,N,K
292,3,13,0,0,20198364,프로디지,2019-04-04,3548600,3.5,-4455760,-55.7,36803820,438,-443,-50.3,4216,97,131,2019-04-08,Y,F
293,4,14,1,0,20197987,더 길티,2019-03-27,3045500,3.0,-3153000,-50.9,248680500,384,-307,-44.4,29711,58,71,2019-04-08,Y,F
294,5,15,-1,0,20184574,그린 북,2019-01-09,3463100,3.5,-2837800,-45.0,3577585110,379,-485,-56.1,424421,19,31,2019-04-08,Y,F
295,2,16,1,0,20197483,1919 유관순,2019-03-14,2218000,5.2,981000,79.3,432178410,277,84,43.5,52165,7,8,2019-04-08,Y,K
296,6,17,4,0,20129073,악의 화원, ,488000,0.1,-20000,-3.9,3516000,244,-10,-3.9,1758,1,4,2019-04-08,N,F
297,5,18,0,1,20180825,미성년,2019-04-11,2358000,0.4,2358000,100.0,41130500,237,237,100.0,4233,4,4,2019-04-08,N,K
298,3,19,4,0,20110014,연산군,1962-01-01,470000,1.1,246000,109.8,13235000,235,123,109.8,6446,1,3,2019-04-08,Y,K
299,4,20,11,0,20153303,다방의 푸른 꿈,2017-01-26,462000,1.1,454000,5675.0,5385000,231,227,5675.0,1107,2,8,2019-04-08,Y,K
300,7,21,2,0,20136132,노 웨이 아웃, ,470000,0.1,-272000,-36.7,7259000,230,-141,-38.0,3601,1,5,2019-04-08,N,F
301,6,22,0,0,20197145,루스 베이더 긴즈버그 : 나는 반대한다,2019-03-28,1447900,1.4,-3025100,-67.6,54762020,198,-388,-66.2,6910,22,24,2019-04-08,Y,F
302,8,23,-1,0,20198603,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,2019-03-21,1276940,0.3,-5401530,-80.9,336341570,153,-616,-80.1,37807,23,26,2019-04-08,N,F
303,7,24,0,1,20180802,러브리스,2019-04-18,1359000,1.4,1359000,100.0,7804000,151,151,100.0,983,1,1,2019-04-08,Y,F
304,5,25,-3,0,20188117,강변호텔,2019-03-27,1081800,2.5,-849200,-44.0,43973436,138,-93,-40.3,5562,24,31,2019-04-08,Y,K
305,6,26,2,0,20166301,썬키스 패밀리,2019-03-27,823500,0.1,139900,20.5,243580900,136,34,33.3,31419,14,14,2019-04-08,N,K
306,9,27,-4,0,20198023,고릴라와 슈퍼레이스,2019-04-03,949260,0.2,-12392000,-92.9,41025540,136,-1603,-92.2,5294,54,54,2019-04-08,N,F
307,8,28,1,0,20198143,우리들의 완벽한 세계,2019-04-04,1024300,1.0,-569700,-35.7,16988130,130,-54,-29.3,1975,36,50,2019-04-08,Y,F
308,6,29,0,0,20183345,한강에게,2019-04-04,1056800,2.5,252300,31.4,11946980,128,12,10.3,1578,23,25,2019-04-08,Y,K
309,9,30,0,1,20040447,스쿨 오브 락,2004-02-27,1240000,1.2,1240000,100.0,235921800,124,124,100.0,36215,1,1,2019-04-08,Y,F
310,7,31,-4,0,20189803,막다른 골목의 추억,2019-04-04,880300,2.1,-1112200,-55.8,16260260,116,-77,-39.9,1796,13,19,2019-04-08,Y,K
311,7,32,-1,0,20197846,악질경찰,2019-03-20,861100,0.2,-344900,-28.6,2246797978,116,-31,-21.1,261107,10,12,2019-04-08,N,K
312,8,33,-1,0,20196601,항거:유관순 이야기,2019-02-27,595000,0.1,-151500,-20.3,9248900901,115,-25,-17.9,1150611,4,4,2019-04-08,N,K
313,10,34,-2,0,20199814,킹 오브 프리즘 –샤이니 세븐 스타즈- II 카케루x조지x미나토,2019-04-04,884960,0.2,-4467150,-83.5,34844230,109,-476,-81.4,4064,27,37,2019-04-08,N,F
314,10,35,-2,0,20180937,더 페이버릿: 여왕의 여자,2019-02-21,890000,0.9,-734000,-45.2,1370936076,108,-80,-42.6,163264,8,9,2019-04-08,Y,F
315,9,36,1,0,20185484,안나 카레니나,2018-06-29,1193000,0.2,519500,77.1,58614300,98,38,63.3,4188,5,5,2019-04-08,N,K
316,10,37,-1,0,20177539,사바하,2019-02-20,425000,0.1,0,0.0,20007073194,85,0,0.0,2398433,5,5,2019-04-08,N,K
317,8,38,-3,0,20186652,오늘도 평화로운,2019-04-04,499650,1.2,-456250,-47.7,12884460,61,-56,-47.9,1482,18,21,2019-04-08,Y,K
318,9,39,0,1,20170422,바나나쏭의 기적,2018-03-08,76000,0.2,76000,100.0,70041200,38,38,100.0,10150,1,4,2019-04-08,Y,K
319,10,40,-2,0,20183374,파도치는 땅,2019-04-04,223000,0.5,-486300,-68.6,4927000,31,-51,-62.2,599,16,18,2019-04-08,Y,K
320,1,1,0,0,20183096,생일,2019-04-03,320784100,59.7,7214270,2.3,3821552821,40232,1093,2.8,454816,856,3546,2019-04-09,N,K
321,2,2,0,0,20176103,돈,2019-03-20,202541800,37.7,-18600390,-8.4,27008274842,24902,-2269,-8.4,3169425,705,2645,2019-04-09,N,K
322,1,3,0,0,20196244,샤잠!,2019-04-03,198861480,45.5,-39005560,-16.4,4846820191,23894,-4961,-17.2,553399,1000,3905,2019-04-09,N,F
323,2,4,0,0,20185352,어스,2019-03-27,138272820,31.6,-22519060,-14.0,11750193784,16201,-2919,-15.3,1379884,614,2040,2019-04-09,N,F
324,1,5,0,0,20183773,장난스런 키스,2019-03-27,63989180,68.5,-12090600,-15.9,2720295938,7732,-1522,-16.4,335770,373,818,2019-04-09,Y,F
325,3,6,0,0,20181877,캡틴 마블,2019-03-06,53327110,12.2,-2456360,-4.4,50311697563,6522,-320,-4.7,5663307,383,778,2019-04-09,N,F
326,1,7,0,0,20197092,로망,2019-04-03,37662840,75.1,2580970,7.4,445352810,5343,412,8.4,57212,405,709,2019-04-09,Y,K
327,4,8,0,0,20196025,덤보,2019-03-27,14984400,3.4,735920,5.2,2416468102,2000,158,8.6,300095,242,335,2019-04-09,N,F
328,2,9,0,0,20197483,1919 유관순,2019-03-14,7910000,15.8,5692000,256.6,440088410,988,711,256.7,53153,11,17,2019-04-09,Y,K
329,5,10,0,1,20198104,바이스,2019-04-11,9507200,2.2,9507200,100.0,90213800,953,953,100.0,10605,18,18,2019-04-09,N,F
330,6,11,0,1,20198403,파이브 피트,2019-04-10,7137500,1.6,7137500,100.0,68997500,917,917,100.0,7863,11,12,2019-04-09,N,F
331,7,12,-2,0,20198146,콜레트,2019-03-27,6775080,1.5,-920060,-12.0,301536811,902,-127,-12.3,37154,51,76,2019-04-09,N,F
332,2,13,0,0,20199009,나의 작은 시인에게,2019-04-04,4312660,4.6,233060,5.7,49132600,600,62,11.5,6085,43,59,2019-04-09,Y,F
333,3,14,1,0,20198043,아픈 만큼 사랑한다,2019-04-03,4310600,0.8,620200,16.8,59957700,584,69,13.4,7374,104,129,2019-04-09,N,K
334,3,15,2,0,20184574,그린 북,2019-01-09,4003400,4.3,540300,15.6,3581588510,581,202,53.3,425002,17,29,2019-04-09,Y,F
335,4,16,-1,0,20198364,프로디지,2019-04-04,3303300,3.5,-245300,-6.9,40107120,422,-16,-3.7,4638,90,128,2019-04-09,Y,F
336,5,17,0,1,20199623,고양이 여행 리포트,2019-05-09,2324000,2.5,2324000,100.0,2324000,332,332,100.0,332,1,1,2019-04-09,Y,F
337,4,18,0,1,19628013,인목대비, ,656000,0.1,656000,100.0,5924000,328,328,100.0,2976,1,4,2019-04-09,N,K
338,5,19,3,0,20196601,항거:유관순 이야기,2019-02-27,1611000,0.3,1016000,170.8,9250511901,318,203,176.5,1150929,7,7,2019-04-09,N,K
339,6,20,-2,0,20197987,더 길티,2019-03-27,2411000,2.6,-634500,-20.8,251091500,306,-78,-20.3,30017,52,68,2019-04-09,Y,F
340,7,21,-1,0,20197145,루스 베이더 긴즈버그 : 나는 반대한다,2019-03-28,1583700,1.7,135800,9.4,56345720,230,32,16.2,7140,20,24,2019-04-09,Y,F
341,8,22,0,1,20197088,퍼스트 리폼드,2019-04-11,1608000,1.7,1608000,100.0,15246200,201,201,100.0,1710,2,2,2019-04-09,Y,F
342,9,23,10,0,19590006,벤허,1972-09-07,1260000,1.3,900000,250.0,303309812,166,136,453.3,51273,2,3,2019-04-09,Y,F
343,6,24,0,1,20198912,노무현과 바보들,2019-04-18,1458000,0.3,1458000,100.0,3375000,162,162,100.0,375,1,1,2019-04-09,N,K
344,7,25,0,1,20188083,뷰티플 마인드,2019-04-18,1386000,0.3,1386000,100.0,4632100,154,154,100.0,548,1,1,2019-04-09,N,K
345,10,26,0,1,20175228,스탈린이 죽었다!,2019-04-18,1208000,1.3,1208000,100.0,1208000,151,151,100.0,151,1,1,2019-04-09,Y,F
346,8,27,-2,0,20166301,썬키스 패밀리,2019-03-27,1025000,0.2,201500,24.5,244605900,151,15,11.0,31570,10,12,2019-04-09,N,K
347,8,28,0,0,20198603,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,2019-03-21,1179200,0.3,-97740,-7.7,337520770,144,-9,-5.9,37951,22,26,2019-04-09,N,F
